PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9
-8.126575748079087,-2.138915274969658,-3.966428410905233,-0.06081431196526945,0.02813844308261453,3.0375201107662644,1.5039745746525617,-4.177647267430144,1.789402091390173
-10.565504848934145,0.5406601810338317,-4.61645122208275,-0.5653681791040565,-2.784017812658605,1.2279190787470617,3.0558408494580513,-4.54265937722517,1.7346447329843269
-11.026152346969178,4.167419448500096,-1.9053759012655296,0.7819453769339452,-3.8868776549570927,-0.31334856537480066,0.39845774949173757,-5.369374382283116,-0.03674710019425055
-10.95161276230225,4.408961616613216,1.2811369795944454,-0.7494956883833472,-4.026034207962722,-2.153765923479805,-0.7443342289764202,-2.707100018681721,0.44469875546134346
-11.114521925447757,2.9765808235270548,3.241645573926729,-2.0592846765614485,-3.7212816007506224,-2.714744488631721,-0.4384705651249237,-1.2424251518368463,1.4885784706339171
-9.8663812912709,1.1844845756316995,3.4959381537037495,-3.3441199608693557,-0.6298868403606966,-2.7322420718897136,-1.695128649720401,-0.5002635089054766,-1.1138007208084446
-8.766614184616332,2.5517825324035157,3.204464808990221,-2.4658250369133192,-2.219900238027874,-2.478899161614592,-0.7995573052640336,-0.3523923010072236,0.5044919313400906
-8.586325517727241,3.2894934439069474,5.444008431443818,-0.3385477095994309,-2.130025115211941,-1.8470472516202376,-2.6257382911034353,-0.030056400610728125,-0.8249288113025675
-8.562716798571373,-0.9584278050949984,5.303016627914907,2.2580441265834614,0.20510749448549748,-0.7124213525494199,-2.1483193703185344,-1.0863978402172898,0.3968124243577763
-8.731821295398916,3.894115130093336,2.1694905943828764,-1.7496745336814832,-1.3274158963581342,1.9768451867064294,-1.2654802679905623,-2.0250147566694254,-4.064948425061891
-9.479688185080658,2.5997093177576587,1.894050524686143,-3.3124900090046223,-2.113539575103547,0.69739379503496,-1.4367744145837649,-0.743297903115055,-2.6802519778996077
-9.196211763583095,0.5519825001804147,1.2463508377078216,-3.7408213733254287,-2.4904463246908044,1.7023269438523259,-0.972585169904634,-1.1913913897273571,0.010233250907886437
-8.890968671681579,1.278785327900003,1.778610695874186,-2.0718469677393414,-2.9626312405469126,0.2985568099072329,0.018127458822496317,-0.5430284023895129,-1.2089535690073576
-8.862727057157548,2.723860540795433,2.116265162621387,-1.7174807201990658,-3.460084586211202,-0.11646714589380888,-1.3823349842978432,0.8859148141271238,-1.452311932653334
-9.170159187635742,3.1005542857629953,2.5458839183441317,-2.5655025361285775,-4.335499401258299,0.5184361628150269,-0.9669792578434574,1.1074160820072683,-1.7122202035004601
-9.231612327515453,1.904981450470815,2.9174551222470035,-1.8970945649032145,-3.1149044948864004,0.23053501612241556,-1.619993072318919,0.21703294109397758,-1.3254823773938216
-8.78277947116308,0.3462504030341292,2.3954656828089744,0.10146460135895877,-3.275164801020741,1.9650586222043678,-1.5023027147963623,-0.39872801530335406,-1.5407142588696903
-7.1330051751000925,0.26705271455553364,2.150981436488608,-0.6692974046109268,-4.159737853709766,1.547463749099695,-1.6284819392678795,0.29253875203615864,-0.5803559049884961
-6.606766222435772,-6.027426538490088,-1.3755711918749374,-1.6785095716359653,-0.4941304084026725,1.2079626153565644,-3.2061492630054698,0.4997437723884434,0.9645109250155841
-7.209118009057135,-1.223772008073718,3.6649331880420264,-0.20927676817394938,0.1086462920975411,-1.5084884308428077,-3.579654985117454,1.530617608780211,-1.5328583630289334
-5.405986438389406,-1.5259395739143504,5.033815424544857,0.6341066663346852,1.7751666468533496,-0.07275874423461201,-3.0941463915857303,0.7273544342812913,-0.13729152655361257
-5.347245456601665,-3.771476636454243,3.885300918140246,1.5360832914597191,4.259804112692534,-0.22984068013821798,-1.2423598122295496,0.3605739081561012,-3.5134672144926036
-6.131910561894017,-5.839501837379607,3.02339423460877,1.6683444802117096,4.030986517858487,-0.03900234934105114,-0.7270521170220684,-0.46338728490354897,-5.235870072771945
-8.320612091670826,-0.37310062838667857,-2.599378421129347,1.729545147384434,3.1992073704269255,0.47871650784616876,-0.7641928975975074,-1.1876398770560421,-1.3445016167193413
-10.526952079974341,7.111803367160321,-1.0774663442328132,2.7114567273034713,1.1256305023218633,-0.8104815334760169,2.634620553208257,-1.4323830012147565,-1.0615440666890736
-12.411297745977752,3.2402613363070634,1.0690976549117102,2.335012841391818,2.714628994539947,1.2546277416907545,1.398565875065425,-5.886309036918805,-3.5294869623930496
-13.675968999109884,0.3408725880008738,-0.8607974421926985,0.7067421661012718,0.08716265501444374,0.9582027849483268,0.36074198416271674,-3.788685298478305,-2.4232442618472745
-7.047404539273073,5.254679709272366,8.314384587644916,-2.8729010649636644,3.6088867491325862,-0.2791339368117466,0.4986725915621628,-0.03301678001019762,0.8319453078569162
-4.994579433824238,4.447335343517274,9.3300769086493,-1.5365477674521963,4.685631114676827,0.6176913617739653,-0.6958232201359169,-1.396041227863244,1.8811508321667654
-3.8550031863982634,4.1704157652377205,8.969767443274586,0.822197665795756,5.20591088032843,0.22833453682778695,0.23667880137946598,-0.4067481381214934,2.005685290582705
-5.636105120889532,1.6015447952359787,7.7595269642637055,-2.0669465499303645,4.035708256806359,-0.817579401978504,-0.6450156550014322,-0.5071163414272107,-1.1624927737634305
-4.7329603957364705,1.1109284486411186,5.815485269897038,-4.57397857323495,4.056558944963181,-1.5665799293382126,0.8017627394421625,0.5405641307289288,-3.277088937466728
-4.255502970172483,3.072368494605815,6.016539369522638,-3.434952857747258,2.474014585993921,-0.7047390390308076,-2.294982035994263,-0.5365284817408943,-0.7366383716761994
-4.927587022101029,2.4454565856232384,7.128441758582188,0.490939408025615,1.487282266900886,1.5283650818939187,-0.9639442276691499,-1.05744201264227,1.5586174710362986
-4.705973041806928,-1.5442093691368963,5.2517967737121465,1.878419306086374,3.006920202819334,1.0273993509060813,-3.275302143336084,-0.9450745684263117,0.27117865476638653
-4.994003166821749,-4.614230841833282,1.5553347751424373,0.7528313996353844,2.3274318991716356,2.0421278609969686,0.10350408453251214,0.03661757336372293,-1.7789311161846022
-11.244083764090934,10.366770380999522,5.882924146162623,0.009019022376292846,4.129780538472699,12.270623221855223,4.14447326121462,6.407719616786304,1.874930630551723
-9.766380005092199,10.390359788271388,5.198842544571235,0.540730360495976,1.392892714104691,9.73814280754189,1.611345225243636,4.838436270635848,-2.6111540027839863
-9.907818378860947,11.72655404323469,6.094574738986239,3.301167180000553,1.7172665973541068,9.573593037859537,-0.4925748867178291,2.258866101543425,-0.07806891644826489
-9.550705884730721,15.413217423530504,7.600741448210353,2.2817254587883005,2.9857952569234487,13.054927276028451,-1.17056245806346,4.064308235934131,-0.24784111484237872
-9.960465182183585,14.373268518781705,6.056372141943957,0.6034219216306667,1.357608705564997,10.588784816095151,-1.504082891601889,2.5060803523181776,-1.3047884408882258
-9.97287001243808,9.902264075806096,9.139621804460637,-1.593186218616823,0.18370100959641358,8.169546015770017,2.4364384769782577,3.2106952451198163,-0.7821916614479487
-9.211924173891713,5.501158054708892,5.393348616459283,-5.367188997994316,-2.238233024989462,-0.019826084694537883,1.1639645972593293,0.508790912929602,-0.274364294188102
-9.372678178906979,8.553394581502953,6.953638493717312,-3.6848719728700807,-1.2896763071491968,6.053596726785189,-0.3786369439909721,1.6349056083389015,-1.1622236168520794
-8.660470461490599,12.926647770334345,8.215190617820411,-2.931958275416192,0.13807848189988267,11.723320987391336,-1.898949537942231,4.390868259753758,-0.9829018977306877
-8.960923768807671,-4.552035801688252,-5.588285134032043,1.8443505152380195,-0.6043391925322247,1.229476721602107,-0.12059606887049076,0.9701495443759794,1.3011816906997165
-10.610763840973451,0.787970603155888,-3.3441252859568316,0.28022287682495767,0.02537809293548253,-0.9329427012331035,0.0961648344309057,0.8513253218766864,0.43167668004084464
-10.961381416610061,4.301372153768401,-0.4382597759254085,2.52026429448749,-0.5060509768646815,-1.9835831546244918,2.4160455111387367,0.9423537076205649,0.8631609223194069
-11.45933022975038,2.7787377432141533,-1.0134509658475086,3.364988158385205,-1.3000960765195753,-0.20749445616721457,3.4241881864464787,-1.0862259128743783,1.8931219867746376
-12.154853851183182,-0.7600030778654661,-3.2965178799731065,2.175923648523562,-1.8707551160986309,-0.00737420509382676,-0.8679081088358477,0.10931804060421176,-0.20877413927197647
-12.237522870124167,-1.4757643117052828,-5.972810866642333,0.9651658814365364,-2.860005054287527,-0.0778202950738069,0.8242149356217355,0.32715837037353207,-0.3537988814301316
-12.158961836973864,1.028769197267306,-4.425972280387076,2.058044034132602,-3.558032052109111,1.099471774740052,0.7032909422383175,-0.31650082481451347,0.6707758778634945
